################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  4.3757544356280595E+00 a       265     0    11     1    15
 -9.7358725686849146E-01 a       266     0    11     1    16
 -2.3262502620959387E+00 a       267     0    11     1    17
  1.0104516273084327E+00 a       268     0    11     1    18
 -1.9232832271126246E+00 a       269     0    11     1    19
  1.4976751562159270E+00 a       270     0    11     1    20
 -1.6962146932402513E+00 a       271     0    11     1    21
 -9.0414372508898766E-01 a       272     0    11     1    22
  4.3686484050824070E+00 a       273     0    11     1    23
  1.9788565150606727E+00 a       274     0    11     1    24
 -4.8974068876523686E+00 a       275     0    11     1    25
 -7.9158872143786123E+00 a       276     0    12     1     1
  7.1615815196174859E+00 a       277     0    12     1     2
  1.3073283159748685E+00 a       278     0    12     1     3
 -4.7575940640213856E+00 a       279     0    12     1     4
  1.1829208939832885E+00 a       280     0    12     1     5
  1.4103629458173390E+00 a       281     0    12     1     6
  4.7411536711477137E-01 a       282     0    12     1     7
 -5.1862309818744032E+00 a       283     0    12     1     8
 -1.3201379699188356E+00 a       284     0    12     1     9
 -3.7314927086551415E+00 a       285     0    12     1    10
  1.5251460390165916E+00 a       286     0    12     1    11
  1.3715067147253996E+00 a       287     0    12     1    12
  5.0964733378750084E+00 a       288     0    12     1    13
 -3.1662273354259245E+00 a       289     0    12     1    14
  4.2136130098150198E-01 a       290     0    12     1    15
 -6.6693518926566220E-01 a       291     0    12     1    16
 -1.7253884385922733E+00 a       292     0    12     1    17
 -2.7971462724338494E+00 a       293     0    12     1    18
 -3.7736670836738533E+00 a       294     0    12     1    19
  3.0396087191929548E+00 a       295     0    12     1    20
  2.3768131406543427E+00 a       296     0    12     1    21
 -2.7799959509607559E+00 a       297     0    12     1    22
 -3.7463583921511292E+00 a       298     0    12     1    23
  7.8114073206178247E+00 a       299     0    12     1    24
 -4.4486804997273337E+00 a       300     0    12     1    25
  9.5256476683430602E-01 a       301     0    13     1     1
  8.1898830685260837E-01 a       302     0    13     1     2
 -5.0183849570072814E-01 a       303     0    13     1     3
 -1.2056071907981247E+00 a       304     0    13     1     4
 -8.4289089706146691E-01 a       305     0    13     1     5
 -6.5606883094647861E-01 a       306     0    13     1     6
 -3.6886045479097912E-01 a       307     0    13     1     7
  9.8131098911266779E-01 a       308     0    13     1     8
  8.5058654071569506E-01 a       309     0    13     1     9
  8.7037003216456366E-01 a       310     0    13     1    10
  1.8447948982280575E+00 a       311     0    13     1    11
  8.5733765379936477E-01 a       312     0    13     1    12
 -1.7768124428968235E+00 a       313     0    13     1    13
 -1.1383013189144291E+00 a       314     0    13     1    14
 -1.7158898455046490E-01 a       315     0    13     1    15
 -5.0912554898300311E-01 a       316     0    13     1    16
 -5.2514290685603982E-01 a       317     0    13     1    17
  1.3117580142820811E+00 a       318     0    13     1    18
 -7.2901008244957211E-01 a       319     0    13     1    19
 -6.4864889404491533E-01 a       320     0    13     1    20
  8.4090055076811332E-01 a       321     0    13     1    21
 -4.5977774749255163E-01 a       322     0    13     1    22
 -4.0319871245492897E-02 a       323     0    13     1    23
 -3.7729849072671486E+00 a       324     0    13     1    24
  1.8851112860062909E+00 a       325     0    13     1    25
  7.5290710613879552E+00 a       326     0    14     1     1
 -7.2855906972099280E+00 a       327     0    14     1     2
 -9.6049164845117208E-01 a       328     0    14     1     3
  2.0227324288777226E+00 a       329     0    14     1     4
 -2.6161357271360401E+00 a       330     0    14     1     5
 -3.5389626509191259E+00 a       331     0    14     1     6
 -1.0229153346475595E+00 a       332     0    14     1     7
  7.0099036446266405E+00 a       333     0    14     1     8
  3.1860682278379122E+00 a       334     0    14     1     9
  5.4306853606470922E+00 a       335     0    14     1    10
  1.0402151195524860E+00 a       336     0    14     1    11
  1.3705921878488680E-01 a       337     0    14     1    12
 -3.5366713724392214E+00 a       338     0    14     1    13
  1.8031784069379673E+00 a       339     0    14     1    14
 -5.3922425159448817E-01 a       340     0    14     1    15
 -2.3810851135588589E+00 a       341     0    14     1    16
  7.9331033525047312E-01 a       342     0    14     1    17
  2.1226646077945239E+00 a       343     0    14     1    18
  3.1491744278802085E+00 a       344     0    14     1    19
 -6.3926392178343630E+00 a       345     0    14     1    20
 -2.6622271017818100E-01 a       346     0    14     1    21
  2.9301348557218194E+00 a       347     0    14     1    22
  3.1845647373540977E+00 a       348     0    14     1    23
 -1.6334715065472061E+01 a       349     0    14     1    24
  8.7688694075667417E+00 a       350     0    14     1    25
 -1.4545173792252215E+00 a       351     0    15     1     1
  1.7056989700484488E+00 a       352     0    15     1     2
 -4.8729469904627347E+00 a       353     0    15     1     3
  6.2209104284163030E-01 a       354     0    15     1     4
  2.1277974835310179E-01 a       355     0    15     1     5
  6.3185803994440704E-01 a       356     0    15     1     6
 -1.2011399544135868E+00 a       357     0    15     1     7
  1.3437765626020122E+00 a       358     0    15     1     8
 -6.4216319480012801E-02 a       359     0    15     1     9
 -1.3181700033059827E+00 a       360     0    15     1    10
 -4.5558480669613859E+00 a       361     0    15     1    11
 -1.6253836496476994E+00 a       362     0    15     1    12
  4.8383213563120222E+00 a       363     0    15     1    13
  7.4497127994407164E-01 a       364     0    15     1    14
 -3.2360461263253276E-01 a       365     0    15     1    15
  1.7301715951214192E+00 a       366     0    15     1    16
 -1.4304823724308560E-01 a       367     0    15     1    17
  2.9553315884453597E+00 a       368     0    15     1    18
  7.2901664303981413E+00 a       369     0    15     1    19
  6.4335606834196337E+00 a       370     0    15     1    20
  1.5818260506162709E+00 a       371     0    15     1    21
  2.6029397655798620E-01 a       372     0    15     1    22
  2.5074948771837362E+00 a       373     0    15     1    23
  7.1694049555732837E+00 a       374     0    15     1    24
 -1.2019879454321227E+00 a       375     0    15     1    25
  2.9209414451967244E+00 a       376     0    16     1     1
 -2.6580705300149998E-01 a       377     0    16     1     2
  3.5132996946894784E-01 a       378     0    16     1     3
 -1.2409830583636037E+00 a       379     0    16     1     4
  1.0952991624435533E-01 a       380     0    16     1     5
 -6.2690420240587985E-01 a       381     0    16     1     6
 -1.7714718324402273E-01 a       382     0    16     1     7
  1.6334280793828018E+00 a       383     0    16     1     8
  2.9629551861213077E-01 a       384     0    16     1     9
 -2.5041425647553078E-01 a       385     0    16     1    10
 -3.7309809185163911E-01 a       386     0    16     1    11
  2.4483624246242677E-01 a       387     0    16     1    12
  4.1839021167774781E+00 a       388     0    16     1    13
  1.0549755452277938E-01 a       389     0    16     1    14
 -6.8737434460491653E-01 a       390     0    16     1    15
 -5.2442333711712574E-01 a       391     0    16     1    16
 -1.4584498786453939E-01 a       392     0    16     1    17
 -4.1963558659399665E+00 a       393     0    16     1    18
  1.6441948379132860E+00 a       394     0    16     1    19
 -3.0160381464797248E+00 a       395     0    16     1    20
  2.4965357610254375E+00 a       396     0    16     1    21
 -6.6433957950923239E-01 a       397     0    16     1    22
  7.4817849888973742E-01 a       398     0    16     1    23
 -2.4419959529604780E+00 a       399     0    16     1    24
  1.3986886340752620E+00 a       400     0    16     1    25
 -4.7286464325791977E-01 a       401     0    17     1     1
  9.1431550695360020E-01 a       402     0    17     1     2
  3.6476932538477009E+00 a       403     0    17     1     3
  6.0605669986480226E-01 a       404     0    17     1     4
  6.7704579094753248E-02 a       405     0    17     1     5
 -9.1186999882080610E-01 a       406     0    17     1     6
 -1.0087189822960382E-01 a       407     0    17     1     7
  8.6956054928832141E-02 a       408     0    17     1     8
  7.2502441986158217E-01 a       409     0    17     1     9
  2.2890226218543352E-01 a       410     0    17     1    10
  4.7636825750691969E+00 a       411     0    17     1    11
  3.3226690966097263E+00 a       412     0    17     1    12
 -8.3291432717205431E+00 a       413     0    17     1    13
 -3.4368874682622563E-01 a       414     0    17     1    14
 -9.9307018865658492E-01 a       415     0    17     1    15
 -7.6360070755153120E-01 a       416     0    17     1    16
  3.0116814527545621E-01 a       417     0    17     1    17
  2.1740168745134532E+00 a       418     0    17     1    18
 -6.0959412787760181E+00 a       419     0    17     1    19
 -2.5823797388075005E+00 a       420     0    17     1    20
 -2.2250295125473674E+00 a       421     0    17     1    21
 -1.8543671016596932E+00 a       422     0    17     1    22
 -3.4270645459519748E+00 a       423     0    17     1    23
 -3.9757711046308866E+00 a       424     0    17     1    24
 -4.6356977962312002E-01 a       425     0    17     1    25
 -5.8875769010684245E+00 a       426     0    18     1     1
  3.8767395964222819E+00 a       427     0    18     1     2
  3.2041170274217268E+00 a       428     0    18     1     3
  1.0050322338811171E+00 a       429     0    18     1     4
  4.5922200759689891E-01 a       430     0    18     1     5
  1.9718572417499491E+00 a       431     0    18     1     6
  3.6169546069945229E+00 a       432     0    18     1     7
 -4.5360204643075077E+00 a       433     0    18     1     8
 -1.8318342143206126E+00 a       434     0    18     1     9
 -2.4774287711184901E+00 a       435     0    18     1    10
 -8.2223063502474136E-01 a       436     0    18     1    11
  4.2197054591446355E+00 a       437     0    18     1    12
 -1.0336532705584135E+01 a       438     0    18     1    13
 -1.7458577970543858E+00 a       439     0    18     1    14
 -1.4987645159730292E+00 a       440     0    18     1    15
  4.9042972453040734E-01 a       441     0    18     1    16
  4.0229921385326763E+00 a       442     0    18     1    17
  9.2599076588969869E+00 a       443     0    18     1    18
 -8.1557042123806838E+00 a       444     0    18     1    19
 -7.5270247733009266E-01 a       445     0    18     1    20
 -9.8177184322212323E+00 a       446     0    18     1    21
  1.7557491789089366E+00 a       447     0    18     1    22
 -6.0961853609789509E+00 a       448     0    18     1    23
  6.4588080767799583E-01 a       449     0    18     1    24
 -2.1084585501919029E+00 a       450     0    18     1    25
  2.8139416759807701E-01 a       451     0    19     1     1
 -8.4865274864765250E-02 a       452     0    19     1     2
 -5.1624367899270074E-01 a       453     0    19     1     3
  1.8355775090520525E+00 a       454     0    19     1     4
  1.2412986034709113E+00 a       455     0    19     1     5
  1.7685424396305274E+00 a       456     0    19     1     6
  1.6129166654281182E+00 a       457     0    19     1     7
 -1.7446306214036440E+00 a       458     0    19     1     8
 -1.1208699760919334E-01 a       459     0    19     1     9
 -2.0237934790537251E+00 a       460     0    19     1    10
 -1.0719104647559952E+00 a       461     0    19     1    11
 -1.8755294389441657E+00 a       462     0    19     1    12
  4.3204205620026054E-01 a       463     0    19     1    13
  1.6633750993155718E+00 a       464     0    19     1    14
  7.6599118051105794E-02 a       465     0    19     1    15
  1.5980853772834493E+00 a       466     0    19     1    16
  7.5223246293292800E-01 a       467     0    19     1    17
 -1.1863341474143032E+00 a       468     0    19     1    18
  9.0400699863043599E-01 a       469     0    19     1    19
  1.7169967295968021E+00 a       470     0    19     1    20
 -1.4411524431364289E+00 a       471     0    19     1    21
  5.0385732522942417E-01 a       472     0    19     1    22
  3.6314278455002774E-01 a       473     0    19     1    23
  4.5450894636449197E+00 a       474     0    19     1    24
 -3.4918738893778780E+00 a       475     0    19     1    25
  3.3972096845658135E+00 a       476     0    20     1     1
 -2.7464272146314781E+00 a       477     0    20     1     2
 -3.0193105723753160E+00 a       478     0    20     1     3
  3.2089447293003355E+00 a       479     0    20     1     4
  2.8029676441861824E+00 a       480     0    20     1     5
