################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.8188943948254241E+00 a       387     0    16     1    12
 -6.5780440399078088E-01 a       388     0    16     1    13
  2.9087536442683515E-01 a       389     0    16     1    14
  8.1251418196111924E-02 a       390     0    16     1    15
 -8.9690308535511576E-01 a       391     0    16     1    16
 -5.3571940637922999E-01 a       392     0    16     1    17
  7.0614853849730197E-01 a       393     0    16     1    18
  3.4939594055759843E-01 a       394     0    16     1    19
 -1.7242373229663635E+00 a       395     0    16     1    20
  1.5225811686377405E-01 a       396     0    16     1    21
 -3.1071235590660734E-01 a       397     0    16     1    22
  3.3995490967601116E-01 a       398     0    16     1    23
  1.8328218012470740E-01 a       399     0    16     1    24
 -2.0112469710212948E+00 a       400     0    16     1    25
  3.5458968032496674E-01 a       401     0    17     1     1
  5.7553973751640608E-01 a       402     0    17     1     2
 -3.7516416401124788E+00 a       403     0    17     1     3
 -2.0814700518552045E+00 a       404     0    17     1     4
 -7.9011788693242213E-01 a       405     0    17     1     5
 -3.5786042422291908E-01 a       406     0    17     1     6
  1.9114311676687876E+00 a       407     0    17     1     7
 -4.6227076635059400E-01 a       408     0    17     1     8
 -5.5036338623465873E-02 a       409     0    17     1     9
  1.0831236589374618E+00 a       410     0    17     1    10
  7.0935469130267426E-01 a       411     0    17     1    11
 -1.8520673776985426E+00 a       412     0    17     1    12
 -4.1547285313078575E-01 a       413     0    17     1    13
 -1.7110444602831651E+00 a       414     0    17     1    14
 -1.3797190923821285E+00 a       415     0    17     1    15
 -1.6772118980125301E+00 a       416     0    17     1    16
 -7.5596618029626639E-01 a       417     0    17     1    17
  9.9909458834743475E-02 a       418     0    17     1    18
 -5.4985872452058071E-01 a       419     0    17     1    19
  1.4013803087668844E+00 a       420     0    17     1    20
  3.6187766105599781E+00 a       421     0    17     1    21
 -5.6824173352155072E-01 a       422     0    17     1    22
 -2.2431298684820963E-01 a       423     0    17     1    23
  5.5997951479181240E-01 a       424     0    17     1    24
  7.6648720175364304E-01 a       425     0    17     1    25
 -2.7250345967951857E+00 a       426     0    18     1     1
 -3.2084926000634586E+00 a       427     0    18     1     2
  1.2844881946103764E-01 a       428     0    18     1     3
 -5.3431109316402436E-02 a       429     0    18     1     4
  1.6982705970461804E+00 a       430     0    18     1     5
 -5.1701295166298911E-01 a       431     0    18     1     6
 -9.1278381133626622E-03 a       432     0    18     1     7
 -3.5336273976753789E+00 a       433     0    18     1     8
 -1.9977618681055956E-01 a       434     0    18     1     9
 -4.4537868781739481E-01 a       435     0    18     1    10
  1.4731283087227942E+00 a       436     0    18     1    11
 -9.4490515877462600E-01 a       437     0    18     1    12
  1.1396006706072583E+00 a       438     0    18     1    13
 -4.0523598857748833E-01 a       439     0    18     1    14
 -5.1849762972345725E-01 a       440     0    18     1    15
 -9.0369285627872198E-01 a       441     0    18     1    16
 -5.5491305111749134E-01 a       442     0    18     1    17
 -1.2046447305663297E+00 a       443     0    18     1    18
 -7.9034708639614060E-01 a       444     0    18     1    19
