################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.8993639139415972E+00 a       291     0    12     1    16
 -1.7819341298998688E+00 a       292     0    12     1    17
 -4.8432693270404457E+00 a       293     0    12     1    18
  2.5694467951877997E+00 a       294     0    12     1    19
 -2.2414694206340058E+00 a       295     0    12     1    20
  1.7572725121272035E+00 a       296     0    12     1    21
 -1.2746099742555352E+00 a       297     0    12     1    22
  2.8335786345140797E+00 a       298     0    12     1    23
 -1.4658310875383427E+00 a       299     0    12     1    24
  1.8972587378214105E+00 a       300     0    12     1    25
  9.6931560178377585E-01 a       301     0    13     1     1
  3.9819936343690687E-01 a       302     0    13     1     2
 -3.7253783159821158E-01 a       303     0    13     1     3
 -1.5730461303254279E+00 a       304     0    13     1     4
  1.7322226259465565E-01 a       305     0    13     1     5
  6.5163419110888399E-01 a       306     0    13     1     6
 -1.7102410246892219E+00 a       307     0    13     1     7
 -1.9237070918218330E-02 a       308     0    13     1     8
  1.2503263306112602E+00 a       309     0    13     1     9
  1.8181233189347107E-01 a       310     0    13     1    10
 -1.6771681356800100E-01 a       311     0    13     1    11
  1.9329982989535102E+00 a       312     0    13     1    12
  1.5205692656339105E+00 a       313     0    13     1    13
 -5.6202165138436566E-01 a       314     0    13     1    14
  8.7707220857030321E-01 a       315     0    13     1    15
  2.5586671586824301E+00 a       316     0    13     1    16
  9.5121986593604568E-01 a       317     0    13     1    17
  2.2896806807728637E-01 a       318     0    13     1    18
 -1.9862850660965581E-01 a       319     0    13     1    19
  3.7041206630405826E-01 a       320     0    13     1    20
 -1.9525472133686184E+00 a       321     0    13     1    21
 -4.5470010011651918E-01 a       322     0    13     1    22
 -1.4484642402256775E+00 a       323     0    13     1    23
  5.4046435894901546E-01 a       324     0    13     1    24
 -1.4677228803868556E+00 a       325     0    13     1    25
  5.7439316471340796E-01 a       326     0    14     1     1
  5.8132959455801370E+00 a       327     0    14     1     2
  2.7087116538660223E+00 a       328     0    14     1     3
 -3.9187999293030700E+00 a       329     0    14     1     4
  6.0944683368386556E+00 a       330     0    14     1     5
  3.2960346579967652E+00 a       331     0    14     1     6
 -5.6961750396298640E+00 a       332     0    14     1     7
  1.0881088458441008E+00 a       333     0    14     1     8
  9.4902303747281564E+00 a       334     0    14     1     9
  4.1771694750958899E+00 a       335     0    14     1    10
  3.1909832840971624E+00 a       336     0    14     1    11
  3.4841435143368660E+00 a       337     0    14     1    12
  9.8253758107525329E+00 a       338     0    14     1    13
 -2.5789648072522735E+00 a       339     0    14     1    14
 -6.0943429897325374E-02 a       340     0    14     1    15
  1.6032984880221575E+00 a       341     0    14     1    16
  2.0290057944648838E+00 a       342     0    14     1    17
  4.0166147823594800E+00 a       343     0    14     1    18
 -1.5446338682614988E+00 a       344     0    14     1    19
  3.5039303571388278E+00 a       345     0    14     1    20
 -5.8369133283565606E+00 a       346     0    14     1    21
  2.0393483306535418E+00 a       347     0    14     1    22
 -5.2947551743166468E+00 a       348     0    14     1    23
  1.3244731153528579E+00 a       349     0    14     1    24
 -4.7775905846420965E+00 a       350     0    14     1    25
  1.4394529097779987E-01 a       351     0    15     1     1
  1.1899625557248712E+00 a       352     0    15     1     2
  2.5947645509458925E+00 a       353     0    15     1     3
 -2.0909517842316161E+00 a       354     0    15     1     4
  2.5605603277944788E+00 a       355     0    15     1     5
  1.3142475405202649E+00 a       356     0    15     1     6
 -1.4169163980062720E+00 a       357     0    15     1     7
