################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.3856003625137561E+00 a       117     0     5     1    17
 -3.6039926786435805E-02 a       118     0     5     1    18
  4.6053650584133526E-01 a       119     0     5     1    19
 -9.6180025796342883E-01 a       120     0     5     1    20
 -1.5355342152280163E+00 a       121     0     5     1    21
 -6.9226526093659146E-01 a       122     0     5     1    22
  7.0013416476481294E-02 a       123     0     5     1    23
  1.5627838765620485E+00 a       124     0     5     1    24
  9.9992966828812957E-01 a       125     0     5     1    25
 -5.2511321016200951E-01 a       126     0     6     1     1
  9.2540163165663492E-01 a       127     0     6     1     2
 -6.5655450393255099E-01 a       128     0     6     1     3
  2.3868462276560665E-01 a       129     0     6     1     4
  2.6949538735638728E-01 a       130     0     6     1     5
  1.1017448350697443E+00 a       131     0     6     1     6
  2.5661652410496733E-01 a       132     0     6     1     7
  8.7001292365043850E-02 a       133     0     6     1     8
  3.6323841310590677E-01 a       134     0     6     1     9
  8.5046315408006146E-01 a       135     0     6     1    10
  8.0384499192840475E-01 a       136     0     6     1    11
 -1.2145093312910440E+00 a       137     0     6     1    12
  1.2128331864920672E+00 a       138     0     6     1    13
  2.8365432339655485E+00 a       139     0     6     1    14
  9.9273008991279985E-02 a       140     0     6     1    15
 -5.4659915567836526E-01 a       141     0     6     1    16
 -1.5421209338310300E+00 a       142     0     6     1    17
 -2.4234494902065085E-01 a       143     0     6     1    18
 -2.4709462606836777E-01 a       144     0     6     1    19
  7.4742544001515943E-01 a       145     0     6     1    20
  1.4038979659229665E+00 a       146     0     6     1    21
  3.0467756826781700E-01 a       147     0     6     1    22
  4.1378202241522372E-01 a       148     0     6     1    23
 -1.4025855531678901E+00 a       149     0     6     1    24
 -1.0001288714597607E+00 a       150     0     6     1    25
  2.2490388878720693E-02 a       151     0     7     1     1
 -3.1329684844362071E-01 a       152     0     7     1     2
  2.1945007438289391E-01 a       153     0     7     1     3
 -1.8894187970457096E-01 a       154     0     7     1     4
 -4.4578992702628334E-01 a       155     0     7     1     5
 -1.6923826467487690E-01 a       156     0     7     1     6
 -3.1767239399420177E-01 a       157     0     7     1     7
  2.8624061040132553E-01 a       158     0     7     1     8
  7.9458282056743351E-02 a       159     0     7     1     9
 -4.4883942248107367E-01 a       160     0     7     1    10
 -2.1154201088576730E-01 a       161     0     7     1    11
  2.5201199655706313E-01 a       162     0     7     1    12
 -1.5129647735770485E-01 a       163     0     7     1    13
 -8.6971591929712055E-01 a       164     0     7     1    14
  2.4010908404475370E-01 a       165     0     7     1    15
  1.6457585577536776E-01 a       166     0     7     1    16
  5.1710042003171564E-01 a       167     0     7     1    17
  1.6045588236021430E-01 a       168     0     7     1    18
  7.1641083789917473E-02 a       169     0     7     1    19
  8.8950057198715973E-03 a       170     0     7     1    20
 -5.1815553488192601E-01 a       171     0     7     1    21
  1.3703365900029671E-01 a       172     0     7     1    22
 -1.7481427745726549E-01 a       173     0     7     1    23
  2.5824349926954804E-01 a       174     0     7     1    24
  1.4839536847781742E-01 a       175     0     7     1    25
 -3.4741821077063945E-02 a       176     0     8     1     1
  1.4499948936777185E-01 a       177     0     8     1     2
 -1.1657485992923325E-01 a       178     0     8     1     3
  1.4965020558601091E-01 a       179     0     8     1     4
  2.1289200448736437E-01 a       180     0     8     1     5
 -1.5490363124343187E-01 a       181     0     8     1     6
  1.5392408316794332E-01 a       182     0     8     1     7
 -1.9116071379112776E-01 a       183     0     8     1     8
  3.2993923617790182E-03 a       184     0     8     1     9
  1.5078453952377209E-02 a       185     0     8     1    10
  1.0827216136866566E-01 a       186     0     8     1    11
  1.2502651677573617E-01 a       187     0     8     1    12
  1.4543728965558189E-01 a       188     0     8     1    13
  2.5353342505205817E-01 a       189     0     8     1    14
 -1.1430640975821955E-01 a       190     0     8     1    15
  3.4805363545501990E-02 a       191     0     8     1    16
 -1.3904008860367811E-01 a       192     0     8     1    17
 -2.1084925369927227E-01 a       193     0     8     1    18
 -3.6247804532462471E-02 a       194     0     8     1    19
 -1.6089797021159846E-01 a       195     0     8     1    20
 -2.5472501628771248E-02 a       196     0     8     1    21
  1.3302828054524223E-02 a       197     0     8     1    22
  4.4498746944417501E-02 a       198     0     8     1    23
 -2.7042342821707713E-02 a       199     0     8     1    24
 -1.0439429988398517E-01 a       200     0     8     1    25
  1.4026962614974101E+00 a       201     0     9     1     1
 -1.5931581548725999E+00 a       202     0     9     1     2
  1.0626069802719591E+00 a       203     0     9     1     3
  4.1509058505257581E+00 a       204     0     9     1     4
  1.7863136312731245E+00 a       205     0     9     1     5
 -1.3798296813739641E+00 a       206     0     9     1     6
 -1.2583411152407270E-01 a       207     0     9     1     7
  7.7950987646337044E-01 a       208     0     9     1     8
 -8.9698623374780029E-01 a       209     0     9     1     9
 -4.3214813354355170E+00 a       210     0     9     1    10
  3.5683345332616728E-01 a       211     0     9     1    11
  1.4034688339895203E+00 a       212     0     9     1    12
  5.8902323408119306E-01 a       213     0     9     1    13
 -2.7543760062604488E+00 a       214     0     9     1    14
 -1.7090324534986850E-01 a       215     0     9     1    15
  1.7208123551891963E-01 a       216     0     9     1    16
 -2.7531488779219782E+00 a       217     0     9     1    17
  5.7735788559563139E-01 a       218     0     9     1    18
  1.5595534653886600E+00 a       219     0     9     1    19
 -1.4012978629355535E+00 a       220     0     9     1    20
 -3.6536738760639370E-01 a       221     0     9     1    21
 -1.7944126013383812E+00 a       222     0     9     1    22
 -1.3515643700153541E+00 a       223     0     9     1    23
 -8.4369043084041528E-01 a       224     0     9     1    24
  2.9283310393546486E-01 a       225     0     9     1    25
  1.7847277887333154E-01 a       226     0    10     1     1
 -3.3073715221158057E-01 a       227     0    10     1     2
 -1.5057922796095061E-01 a       228     0    10     1     3
 -8.7089505219932466E+00 a       229     0    10     1     4
 -4.5909603316550729E-01 a       230     0    10     1     5
  6.7803054495773687E-02 a       231     0    10     1     6
 -4.3988909810427901E-01 a       232     0    10     1     7
  1.5343893099676031E-01 a       233     0    10     1     8
 -5.1314132683151215E-01 a       234     0    10     1     9
  5.6019791402199921E+00 a       235     0    10     1    10
 -9.9028470844240857E-01 a       236     0    10     1    11
  3.0846285687194319E-01 a       237     0    10     1    12
 -3.5684497383531005E-01 a       238     0    10     1    13
  1.3395799435116571E+00 a       239     0    10     1    14
  2.0426442944412396E-01 a       240     0    10     1    15
 -1.2644081612850380E+00 a       241     0    10     1    16
  2.4367727139789079E+00 a       242     0    10     1    17
 -1.5110385011838068E+00 a       243     0    10     1    18
 -2.3987200405036533E+00 a       244     0    10     1    19
  1.8586655177013940E+00 a       245     0    10     1    20
  1.0724192864830796E+01 a       246     0    10     1    21
 -5.6178466056412613E-01 a       247     0    10     1    22
  1.8639146828611166E+00 a       248     0    10     1    23
  1.3491454695174758E+00 a       249     0    10     1    24
  2.2398120038361402E-01 a       250     0    10     1    25
 -4.9169163116779147E-01 a       251     0    11     1     1
  1.3617779982464182E+00 a       252     0    11     1     2
 -3.9073296099341098E-01 a       253     0    11     1     3
  4.0343740284155105E+00 a       254     0    11     1     4
 -1.4729354050445806E+00 a       255     0    11     1     5
  1.3035229443723013E+00 a       256     0    11     1     6
 -6.7602078876397464E-02 a       257     0    11     1     7
 -5.7977284251005079E-01 a       258     0    11     1     8
  9.3479486664136102E-01 a       259     0    11     1     9
 -1.2752380832709971E+00 a       260     0    11     1    10
  1.0058315586492952E+00 a       261     0    11     1    11
 -7.8918201855985370E-01 a       262     0    11     1    12
 -8.0057288428990236E-01 a       263     0    11     1    13
  1.7239947688857458E+00 a       264     0    11     1    14
 -1.9343925558719157E+00 a       265     0    11     1    15
  9.2932581437387496E-01 a       266     0    11     1    16
 -2.1015828249873117E-01 a       267     0    11     1    17
 -1.9363917563516211E-01 a       268     0    11     1    18
 -6.5556376778673731E-01 a       269     0    11     1    19
 -7.7425512254161788E-01 a       270     0    11     1    20
 -1.0931193425313273E+01 a       271     0    11     1    21
  1.3761452565131083E+00 a       272     0    11     1    22
  3.4052706426270180E-01 a       273     0    11     1    23
 -2.8763093164109261E-02 a       274     0    11     1    24
 -4.1676669057536184E-02 a       275     0    11     1    25
  4.5321545063916452E-01 a       276     0    12     1     1
  3.0197522289603360E+00 a       277     0    12     1     2
  2.1276424254741319E-01 a       278     0    12     1     3
 -3.7859451899163945E+00 a       279     0    12     1     4
  2.2114308745520526E+00 a       280     0    12     1     5
  1.2401193507440045E+00 a       281     0    12     1     6
  3.1365240608810779E-01 a       282     0    12     1     7
  1.6473595156028262E+00 a       283     0    12     1     8
  2.1593560153233926E+00 a       284     0    12     1     9
  2.9909343226131155E+00 a       285     0    12     1    10
 -1.8766206767639870E+00 a       286     0    12     1    11
  1.6568604558722173E+00 a       287     0    12     1    12
 -6.6127805152534969E-01 a       288     0    12     1    13
  8.5163590440775483E-01 a       289     0    12     1    14
 -8.7977787592969939E-02 a       290     0    12     1    15
  9.2532881015899437E-01 a       291     0    12     1    16
  3.0326413815318456E+00 a       292     0    12     1    17
 -8.0637442148574201E-01 a       293     0    12     1    18
 -3.5884150706842037E+00 a       294     0    12     1    19
  4.5044928877327600E-01 a       295     0    12     1    20
 -3.1810837242167134E+00 a       296     0    12     1    21
  9.9777544050148015E-01 a       297     0    12     1    22
  1.8024258280868393E+00 a       298     0    12     1    23
  1.5200257632656493E+00 a       299     0    12     1    24
  2.9994169520202401E+00 a       300     0    12     1    25
 -4.4149496633354229E-01 a       301     0    13     1     1
 -2.9707150123881265E-01 a       302     0    13     1     2
  1.0592582717616639E+00 a       303     0    13     1     3
  8.7271896660155015E+00 a       304     0    13     1     4
 -8.2221736008476737E-02 a       305     0    13     1     5
 -8.1671079603348545E-02 a       306     0    13     1     6
  9.6491167827553931E-02 a       307     0    13     1     7
 -3.9859282800451723E-01 a       308     0    13     1     8
  9.4932237557778493E-02 a       309     0    13     1     9
 -5.7399390038079163E+00 a       310     0    13     1    10
  2.0555684060538502E+00 a       311     0    13     1    11
 -1.6702216847885789E+00 a       312     0    13     1    12
 -6.3255035006821989E-02 a       313     0    13     1    13
 -1.6108631205098802E+00 a       314     0    13     1    14
  7.9361459240783389E-02 a       315     0    13     1    15
  2.6119347033224666E-01 a       316     0    13     1    16
 -3.1338643621430728E+00 a       317     0    13     1    17
  1.7499178985081505E+00 a       318     0    13     1    18
  4.0073424254584769E+00 a       319     0    13     1    19
 -1.5707889623312439E+00 a       320     0    13     1    20
 -8.8771322124135068E+00 a       321     0    13     1    21
  6.0055002046392159E-01 a       322     0    13     1    22
 -9.8817367186986593E-01 a       323     0    13     1    23
 -2.1719392458349667E+00 a       324     0    13     1    24
 -1.5124077360518795E+00 a       325     0    13     1    25
 -3.2612117875367341E-01 a       326     0    14     1     1
 -4.6643241374076343E+00 a       327     0    14     1     2
 -1.5667192202750544E+00 a       328     0    14     1     3
 -4.3642997118300784E+00 a       329     0    14     1     4
 -2.4374498903487267E+00 a       330     0    14     1     5
  4.2029088299645784E-01 a       331     0    14     1     6
 -1.3367898951697146E+00 a       332     0    14     1     7
  1.1864316473346359E-01 a       333     0    14     1     8
 -3.7944841355582191E+00 a       334     0    14     1     9
  1.9578075292588035E+00 a       335     0    14     1    10
 -1.0162778468063554E+00 a       336     0    14     1    11
 -1.4588529001382429E+00 a       337     0    14     1    12
  1.0408736007434130E+00 a       338     0    14     1    13
 -2.0511833902768326E-02 a       339     0    14     1    14
  2.9137692516897546E+00 a       340     0    14     1    15
 -2.3378269129807654E+00 a       341     0    14     1    16
 -1.2034584643049415E+00 a       342     0    14     1    17
  4.3127211538249521E-01 a       343     0    14     1    18
  1.2360335579099653E+00 a       344     0    14     1    19
  3.6906037083952481E+00 a       345     0    14     1    20
  1.4704692475199717E+01 a       346     0    14     1    21
  2.4600223341527408E-01 a       347     0    14     1    22
 -7.2481396715754443E-01 a       348     0    14     1    23
  4.2550985529121316E-01 a       349     0    14     1    24
 -2.1525735982835612E+00 a       350     0    14     1    25
  1.5240273335556431E+00 a       351     0    15     1     1
  1.7042523785105279E+00 a       352     0    15     1     2
 -4.9202438615483785E-01 a       353     0    15     1     3
  4.7484298363296293E+00 a       354     0    15     1     4
  2.1762130440060550E+00 a       355     0    15     1     5
 -3.1072839711998461E+00 a       356     0    15     1     6
  2.2009822696886392E+00 a       357     0    15     1     7
 -2.9050572491319531E+00 a       358     0    15     1     8
 -3.1539354851634066E-01 a       359     0    15     1     9
 -2.8624546684374312E+00 a       360     0    15     1    10
  1.1727624730612569E+00 a       361     0    15     1    11
  9.4452131464475841E-01 a       362     0    15     1    12
 -1.5192971208431849E+00 a       363     0    15     1    13
 -2.9885806813526533E-01 a       364     0    15     1    14
 -1.1934147815892197E-01 a       365     0    15     1    15
  2.2106888982381845E+00 a       366     0    15     1    16
 -5.9093149143442125E-01 a       367     0    15     1    17
  2.4564031160431608E+00 a       368     0    15     1    18
  2.1089052177115648E+00 a       369     0    15     1    19
 -5.2869103196157419E-01 a       370     0    15     1    20
 -1.0059541131474703E+01 a       371     0    15     1    21
