begin
comment Configuration from file Au100-a0-0.lammpstrj and TIMESTEP: 0
lattice 1.2522000000000000E+01 0.0000000000000000E+00 0.0000000000000000E+00
lattice 0.0000000000000000E+00 1.2522000000000000E+01 0.0000000000000000E+00
lattice 0.0000000000000000E+00 0.0000000000000000E+00 3.5728673370000003E+01
atom 3.0000000000000001E-05 3.0000000000000001E-05 4.6840000000000000E-02 Au 0.0000000000000000E+00 0.0000000000000000E+00 -1.0500000000000000E-04 -1.0500000000000000E-04 -5.1396999999999998E-02
atom 2.0870000000000002E+00 2.0870000000000002E+00 4.6840000000000000E-02 Au 0.0000000000000000E+00 0.0000000000000000E+00 -5.4100000000000003E-04 -5.4100000000000003E-04 -5.1360000000000003E-02
atom 2.0870000000000002E+00 3.0000000000000001E-05 2.0912400000000000E+00 Au 0.0000000000000000E+00 0.0000000000000000E+00 -1.1760000000000000E-03 -1.7899999999999999E-04 -7.1520000000000004E-03
atom 3.0000000000000001E-05 2.0870000000000002E+00 2.0912400000000000E+00 Au 0.0000000000000000E+00 0.0000000000000000E+00 -1.7899999999999999E-04 -1.1760000000000000E-03 -7.1520000000000004E-03
atom 3.0000000000000001E-05 3.0000000000000001E-05 4.1656399999999998E+00 Au 0.0000000000000000E+00 0.0000000000000000E+00 -1.7100000000000001E-04 -1.7100000000000001E-04 1.1589000000000000E-02
atom 2.0870000000000002E+00 2.0870000000000002E+00 4.1656399999999998E+00 Au 0.0000000000000000E+00 0.0000000000000000E+00 -8.4300000000000000E-04 -8.4300000000000000E-04 1.1384000000000000E-02
atom 2.0870000000000002E+00 3.0000000000000001E-05 6.2432400000000001E+00 Au 0.0000000000000000E+00 0.0000000000000000E+00 -1.1340000000000000E-03 -1.6799999999999999E-04 1.5677000000000000E-02
atom 3.0000000000000001E-05 2.0870000000000002E+00 6.2432400000000001E+00 Au 0.0000000000000000E+00 0.0000000000000000E+00 -1.6799999999999999E-04 -1.1329999999999999E-03 1.5677000000000000E-02
atom 3.0000000000000001E-05 3.0000000000000001E-05 8.3265399999999996E+00 Au 0.0000000000000000E+00 0.0000000000000000E+00 -1.7000000000000001E-04 -1.6899999999999999E-04 -1.5028000000000000E-02
atom 2.0870000000000002E+00 2.0870000000000002E+00 8.3265399999999996E+00 Au 0.0000000000000000E+00 0.0000000000000000E+00 -7.8299999999999995E-04 -7.8299999999999995E-04 -1.5668000000000001E-02
atom 2.0870000000000002E+00 3.0000000000000001E-05 1.0404040000000000E+01 Au 0.0000000000000000E+00 0.0000000000000000E+00 -9.1200000000000005E-04 -1.7000000000000001E-04 -1.0430999999999999E-02
atom 3.0000000000000001E-05 2.0870000000000002E+00 1.0404040000000000E+01 Au 0.0000000000000000E+00 0.0000000000000000E+00 -1.7000000000000001E-04 -9.1100000000000003E-04 -1.0430999999999999E-02
atom 3.0000000000000001E-05 3.0000000000000001E-05 1.2478440000000001E+01 Au 0.0000000000000000E+00 0.0000000000000000E+00 -1.7899999999999999E-04 -1.7899999999999999E-04 7.9740000000000002E-03
atom 2.0870000000000002E+00 2.0870000000000002E+00 1.2478440000000001E+01 Au 0.0000000000000000E+00 0.0000000000000000E+00 -5.4900000000000001E-04 -5.4900000000000001E-04 6.8479999999999999E-03
atom 2.0870000000000002E+00 3.0000000000000001E-05 1.4522840000000000E+01 Au 0.0000000000000000E+00 0.0000000000000000E+00 -5.4600000000000004E-04 -1.0700000000000000E-04 5.0342999999999999E-02
atom 3.0000000000000001E-05 2.0870000000000002E+00 1.4522840000000000E+01 Au 0.0000000000000000E+00 0.0000000000000000E+00 -1.0700000000000000E-04 -5.4600000000000004E-04 5.0342999999999999E-02
atom 3.0000000000000001E-05 4.1740000000000004E+00 4.6840000000000000E-02 Au 0.0000000000000000E+00 0.0000000000000000E+00 -1.0700000000000000E-04 5.3499999999999999E-04 -5.1255000000000002E-02
atom 2.0870000000000002E+00 6.2610000000000001E+00 4.6840000000000000E-02 Au 0.0000000000000000E+00 0.0000000000000000E+00 -4.4900000000000002E-04 -3.0000000000000001E-06 -5.1268000000000001E-02
atom 2.0870000000000002E+00 4.1740000000000004E+00 2.0912400000000000E+00 Au 0.0000000000000000E+00 0.0000000000000000E+00 -8.0400000000000003E-04 9.5000000000000000E-04 -6.9699999999999996E-03
atom 3.0000000000000001E-05 6.2610000000000001E+00 2.0912400000000000E+00 Au 0.0000000000000000E+00 0.0000000000000000E+00 -1.8100000000000001E-04 3.0000000000000001E-06 -7.4310000000000001E-03
atom 3.0000000000000001E-05 4.1740000000000004E+00 4.1656399999999998E+00 Au 0.0000000000000000E+00 0.0000000000000000E+00 -1.7000000000000001E-04 1.3730000000000001E-03 1.1464999999999999E-02
atom 2.0870000000000002E+00 6.2610000000000001E+00 4.1656399999999998E+00 Au 0.0000000000000000E+00 0.0000000000000000E+00 -1.2370000000000000E-03 3.9999999999999998E-06 1.1468000000000001E-02
atom 2.0870000000000002E+00 4.1740000000000004E+00 6.2432400000000001E+00 Au 0.0000000000000000E+00 0.0000000000000000E+00 -7.9100000000000004E-04 9.2699999999999998E-04 1.5461000000000001E-02
atom 3.0000000000000001E-05 6.2610000000000001E+00 6.2432400000000001E+00 Au 0.0000000000000000E+00 0.0000000000000000E+00 -1.6899999999999999E-04 1.9999999999999999E-06 1.6041000000000000E-02
atom 3.0000000000000001E-05 4.1740000000000004E+00 8.3265399999999996E+00 Au 0.0000000000000000E+00 0.0000000000000000E+00 -1.6799999999999999E-04 1.2470000000000001E-03 -1.5436000000000000E-02
atom 2.0870000000000002E+00 6.2610000000000001E+00 8.3265399999999996E+00 Au 0.0000000000000000E+00 0.0000000000000000E+00 -1.1110000000000000E-03 1.9999999999999999E-06 -1.5436000000000000E-02
atom 2.0870000000000002E+00 4.1740000000000004E+00 1.0404040000000000E+01 Au 0.0000000000000000E+00 0.0000000000000000E+00 -6.9600000000000000E-04 8.3299999999999997E-04 -1.0684000000000001E-02
atom 3.0000000000000001E-05 6.2610000000000001E+00 1.0404040000000000E+01 Au 0.0000000000000000E+00 0.0000000000000000E+00 -1.7100000000000001E-04 3.9999999999999998E-06 -9.6799999999999994E-03
atom 3.0000000000000001E-05 4.1740000000000004E+00 1.2478440000000001E+01 Au 0.0000000000000000E+00 0.0000000000000000E+00 -1.7899999999999999E-04 7.5400000000000000E-04 6.9940000000000002E-03
atom 2.0870000000000002E+00 6.2610000000000001E+00 1.2478440000000001E+01 Au 0.0000000000000000E+00 0.0000000000000000E+00 -6.0800000000000003E-04 3.0000000000000001E-06 6.9979999999999999E-03
atom 2.0870000000000002E+00 4.1740000000000004E+00 1.4522840000000000E+01 Au 0.0000000000000000E+00 0.0000000000000000E+00 -5.5500000000000005E-04 6.4000000000000005E-04 5.0375999999999997E-02
atom 3.0000000000000001E-05 6.2610000000000001E+00 1.4522840000000000E+01 Au 0.0000000000000000E+00 0.0000000000000000E+00 -1.0600000000000000E-04 -3.0000000000000001E-06 4.9494999999999997E-02
atom 3.0000000000000001E-05 8.3480000000000008E+00 4.6840000000000000E-02 Au 0.0000000000000000E+00 0.0000000000000000E+00 -1.0700000000000000E-04 -4.8999999999999998E-04 -5.1212000000000001E-02
atom 2.0870000000000002E+00 1.0435020000000000E+01 4.6840000000000000E-02 Au 0.0000000000000000E+00 0.0000000000000000E+00 -5.4100000000000003E-04 6.0599999999999998E-04 -5.1235999999999997E-02
atom 2.0870000000000002E+00 8.3480000000000008E+00 2.0912400000000000E+00 Au 0.0000000000000000E+00 0.0000000000000000E+00 -8.0400000000000003E-04 -8.6600000000000002E-04 -6.9750000000000003E-03
atom 3.0000000000000001E-05 1.0435020000000000E+01 2.0912400000000000E+00 Au 0.0000000000000000E+00 0.0000000000000000E+00 -1.8000000000000001E-04 1.2689999999999999E-03 -7.1510000000000002E-03
atom 3.0000000000000001E-05 8.3480000000000008E+00 4.1656399999999998E+00 Au 0.0000000000000000E+00 0.0000000000000000E+00 -1.7000000000000001E-04 -1.2990000000000000E-03 1.1469999999999999E-02
atom 2.0870000000000002E+00 1.0435020000000000E+01 4.1656399999999998E+00 Au 0.0000000000000000E+00 0.0000000000000000E+00 -8.4300000000000000E-04 9.3499999999999996E-04 1.1386000000000000E-02
atom 2.0870000000000002E+00 8.3480000000000008E+00 6.2432400000000001E+00 Au 0.0000000000000000E+00 0.0000000000000000E+00 -7.9100000000000004E-04 -8.5300000000000003E-04 1.5457000000000000E-02
atom 3.0000000000000001E-05 1.0435020000000000E+01 6.2432400000000001E+00 Au 0.0000000000000000E+00 0.0000000000000000E+00 -1.6799999999999999E-04 1.2250000000000000E-03 1.5670000000000000E-02
atom 3.0000000000000001E-05 8.3480000000000008E+00 8.3265399999999996E+00 Au 0.0000000000000000E+00 0.0000000000000000E+00 -1.6799999999999999E-04 -1.1730000000000000E-03 -1.5433000000000001E-02
atom 2.0870000000000002E+00 1.0435020000000000E+01 8.3265399999999996E+00 Au 0.0000000000000000E+00 0.0000000000000000E+00 -7.8299999999999995E-04 8.7399999999999999E-04 -1.5660000000000000E-02
atom 2.0870000000000002E+00 8.3480000000000008E+00 1.0404040000000000E+01 Au 0.0000000000000000E+00 0.0000000000000000E+00 -6.9700000000000003E-04 -7.5900000000000002E-04 -1.0688000000000000E-02
